RowID	First_name	Last_name	Email	Age	AgeGroup	Gender	Date	Month	Cost	Quantity	Product	Category	Colour	OnSale	PurchasedVia	City	Stars	Happiness	Recommendation
1910	Elliott	NA	NA	51	45-54	Male	2025-11-22	November	57.46	1	Boots	Footwear	Blue	No	In-store	Nottingham	3	5	Yes
1911	Jodie	NA	NA	18	18-24	Male	2025-09-16	September	73.8	1	Boots	Footwear	Brown	No	Website	Bath	3	4	Yes
1912	Bruce	NA	NA	28	25-34	Genderfluid	2025-11-16	November	95.91	1	Jacket	Outerwear	Grey	Yes	In-store	London	5	5	NA
1913	Ian	NA	NA	21	18-24	Male	2025-02-22	February	69.98	1	Boots	Footwear	Black	No	In-store	Brighton	4	3	NA
1914	Bernard	NA	NA	34	25-34	Male	2025-02-12	February	66.84	1	Jeans	Bottoms	White	No	Website	Cardiff	4	3	NA
1915	Ashley	NA	NA	30	25-34	Female	2025-03-28	March	36.52	1	Coat	Outerwear	Black	No	In-store	London	3	4	NA
1916	Marc	NA	NA	19	18-24	Female	2025-06-15	June	31.05	1	Sneakers	Footwear	Pink	No	In-store	Bath	5	3	NA
1917	Christopher	NA	NA	41	35-44	Female	2025-09-18	September	79.57	2	Joggers	Bottoms	Black	No	App	London	3	1	NA
1918	Mandy	NA	NA	24	18-24	Female	2025-12-21	December	50.01	1	Polo	Tops	Brown	No	Website	Bath	4	5	NA
1919	Sharon	NA	NA	27	25-34	Female	2025-12-19	December	44.46	1	Joggers	Bottoms	White	No	In-store	Birmingham	4	5	Yes
1920	Joanna	NA	NA	23	18-24	Non-binary	2025-07-11	July	77.42	1	Coat	Outerwear	Black	Yes	In-store	London	5	4	Yes
1921	Lee	NA	NA	39	35-44	Female	2025-04-22	April	30.44	1	Boots	Footwear	Yellow	Yes	Website	London	2	4	Yes
1922	Dean	NA	NA	20	18-24	Female	2025-08-13	August	81.66	1	Sneakers	Footwear	Blue	No	Website	London	3	3	NA
1923	Duncan	NA	NA	33	25-34	Female	2025-01-02	January	39.59	2	Trainers	Footwear	Blue	Yes	In-store	Birmingham	3	5	Yes
1924	Abigail	NA	NA	33	25-34	Female	2025-06-21	June	65.48	3	Hat	Accessories	Blue	No	In-store	London	4	3	Yes
1925	Edward	NA	NA	50	45-54	Female	2025-05-28	May	38.2	1	Jeans	Bottoms	Black	No	Website	Bath	3	4	Yes
1926	Charlotte	NA	NA	30	25-34	Male	2025-02-07	February	97.46	1	Jeans	Bottoms	Black	No	Website	Liverpool	2	3	NA
1927	Eileen	NA	NA	31	25-34	Female	2025-10-11	October	32.78	1	Joggers	Bottoms	Black	No	In-store	Brighton	5	4	NA
1928	Alexander	NA	NA	25	25-34	Male	2025-05-26	May	34.3	1	Hat	Accessories	White	No	App	Glasgow	5	5	NA
1929	Paige	NA	NA	18	18-24	Male	2025-09-13	September	93.39	2	Tshirt	Tops	Black	No	In-store	Cardiff	3	5	NA
1930	George	NA	NA	34	25-34	Female	2025-03-31	March	99.25	1	Jeans	Bottoms	Black	No	App	London	4	4	Yes
1931	Brian	NA	NA	35	35-44	Non-binary	2025-07-20	July	75.48	2	Jewellery	Accessories	White	No	Website	Bath	4	3	NA
1932	Jemma	NA	NA	46	45-54	Male	2025-01-27	January	48.21	1	Trainers	Footwear	Brown	No	In-store	London	4	4	Yes
1933	Ricky	NA	NA	28	25-34	Female	2025-01-10	January	73.98	1	Trainers	Footwear	Grey	Yes	In-store	Liverpool	4	5	NA
1934	Keith	NA	NA	35	35-44	Male	2025-12-13	December	59.12	1	Polo	Tops	Black	No	Website	London	4	3	NA
1935	Holly	NA	NA	19	18-24	Other	2025-03-09	March	64.31	3	Boots	Footwear	Brown	No	In-store	Bath	5	5	NA
1936	Mandy	NA	NA	18	18-24	Male	2025-07-09	July	55.71	1	Jewellery	Accessories	Brown	No	Website	Birmingham	4	2	NA
1937	Terence	NA	NA	25	25-34	Female	2025-05-17	May	80.37	1	Hat	Accessories	Brown	No	In-store	London	4	3	NA
1938	Ashley	NA	NA	36	35-44	Male	2025-07-01	July	95.81	1	Coat	Outerwear	Black	No	Website	Liverpool	4	4	Yes
1939	Louise	NA	NA	31	25-34	Female	2025-01-03	January	71.79	1	Coat	Outerwear	Red	No	In-store	Birmingham	3	5	Yes
1940	Nicholas	NA	NA	22	18-24	Female	2025-05-01	May	32.02	1	Jeans	Bottoms	Beige	No	Website	Liverpool	4	4	No
1941	Gordon	NA	NA	28	25-34	Female	2025-07-25	July	64.45	1	Trainers	Footwear	Pink	No	In-store	Liverpool	4	3	NA
1942	Danielle	NA	NA	29	25-34	Female	2025-01-29	January	48.45	1	Jeans	Bottoms	Brown	No	App	London	5	5	NA
1943	Oliver	NA	NA	23	18-24	Male	2025-11-23	November	21.95	1	Jacket	Outerwear	Black	No	In-store	Cardiff	4	5	NA
1944	Hazel	NA	NA	53	45-54	Female	2025-09-01	September	76.03	1	Jacket	Outerwear	Black	No	Website	Brighton	5	5	Yes
1945	Dean	NA	NA	34	25-34	Female	2025-02-21	February	98.34	1	Jacket	Outerwear	Brown	No	Website	Bath	3	4	NA
1946	Elliott	NA	NA	30	25-34	Male	2025-11-29	November	95.25	1	Jeans	Bottoms	Black	No	Website	London	5	5	Yes
1947	Graeme	NA	NA	31	25-34	Male	2025-09-27	September	73.7	1	Jacket	Outerwear	Purple	No	In-store	Liverpool	4	5	NA
1948	Alexander	NA	NA	30	25-34	Female	2025-11-07	November	55.22	1	Tshirt	Tops	Red	No	In-store	Brighton	3	4	NA
1949	Francesca	NA	NA	23	18-24	Female	2025-03-26	March	23.28	1	Shirt	Tops	Grey	No	Website	Bath	3	5	No
1950	Gary	NA	NA	29	25-34	Male	2025-02-14	February	52.3	1	Trousers	Bottoms	Brown	Yes	In-store	Glasgow	4	3	NA
1951	Graham	NA	NA	38	35-44	Non-binary	2025-09-14	September	38.44	1	Sneakers	Footwear	Brown	No	In-store	Birmingham	5	5	NA
1952	Justin	NA	NA	44	35-44	Female	2025-10-17	October	34.09	1	Sneakers	Footwear	Orange	No	In-store	Liverpool	2	3	Yes
1953	Josh	NA	NA	23	18-24	Female	2025-06-20	June	22.8	1	Polo	Tops	Black	No	App	Brighton	2	4	No
1954	Robin	NA	NA	43	35-44	Female	2025-05-15	May	67.68	1	Polo	Tops	Grey	No	Website	Liverpool	5	5	NA
1955	Carole	NA	NA	18	18-24	Female	2025-06-21	June	78.98	1	Joggers	Bottoms	White	No	In-store	Cardiff	3	5	NA
1956	Christian	NA	NA	22	18-24	Genderfluid	2025-09-07	September	82.25	1	Shirt	Tops	Black	No	Website	Bath	5	3	NA
1957	Damian	NA	NA	18	18-24	Female	2025-01-18	January	40.89	1	Jewellery	Accessories	Grey	No	Website	London	2	4	NA
1958	Elliott	NA	NA	24	18-24	Female	2025-09-11	September	85.97	1	Jewellery	Accessories	Brown	No	In-store	Cardiff	4	4	Yes
1959	Christian	NA	NA	22	18-24	Female	2025-05-06	May	95.28	1	Joggers	Bottoms	White	No	In-store	Cardiff	4	4	NA
1960	Julie	NA	NA	27	25-34	Female	2025-12-03	December	79.89	3	Shirt	Tops	Red	No	In-store	London	3	5	Yes
1961	Ricky	NA	NA	18	18-24	Male	2025-08-11	August	92.22	1	Boots	Footwear	Pink	No	In-store	Cardiff	4	3	NA
1962	Phillip	NA	NA	25	25-34	Female	2025-12-09	December	78.49	1	Jewellery	Accessories	Black	No	App	Cardiff	3	3	No
1963	Jayne	NA	NA	33	25-34	Female	2025-02-06	February	96.96	1	Joggers	Bottoms	Black	No	In-store	Bath	4	3	NA
1964	Debra	NA	NA	43	35-44	Male	2025-02-18	February	99.58	1	Joggers	Bottoms	Brown	Yes	In-store	London	4	3	NA
1965	Mitchell	NA	NA	18	18-24	Female	2025-07-24	July	41.28	1	Boots	Footwear	Blue	No	App	Glasgow	3	3	NA
1966	Gary	NA	NA	25	25-34	Male	2025-02-23	February	94.07	1	Jewellery	Accessories	Black	No	App	Cardiff	3	5	NA
1967	Yvonne	NA	NA	18	18-24	Female	2025-04-21	April	87.68	1	Jacket	Outerwear	Black	Yes	In-store	Liverpool	4	4	Yes
1968	Bruce	NA	NA	34	25-34	Genderfluid	2025-05-13	May	61.81	1	Coat	Outerwear	White	Yes	Website	London	5	4	Yes
1969	Leah	NA	NA	19	18-24	Male	2025-05-17	May	79.6	1	Hat	Accessories	Pink	Yes	In-store	Bath	5	4	Yes
1970	Jordan	NA	NA	21	18-24	Female	2025-08-02	August	35.92	1	Trainers	Footwear	Brown	No	Website	Liverpool	5	5	Yes
1971	Yvonne	NA	NA	20	18-24	Male	2025-09-08	September	70.22	2	Polo	Tops	Red	No	Website	Liverpool	2	5	Yes
1972	Lawrence	NA	NA	18	18-24	Female	2025-11-17	November	34.89	1	Hat	Accessories	Pink	No	In-store	Cardiff	5	5	NA
1973	Michael	NA	NA	18	18-24	Male	2025-07-24	July	29.28	1	Shirt	Tops	Pink	No	In-store	London	5	5	NA
1974	Bethany	NA	NA	24	18-24	Male	2025-12-16	December	64.16	1	Jewellery	Accessories	Black	No	App	Birmingham	4	4	Yes
1975	Michelle	NA	NA	21	18-24	Female	2025-03-28	March	53.32	1	Polo	Tops	Grey	No	In-store	Cardiff	3	3	NA
1976	Samantha	NA	NA	22	18-24	Male	2025-02-06	February	95.47	1	Jacket	Outerwear	Brown	No	In-store	London	4	4	NA
1977	Kyle	NA	NA	24	18-24	Male	2025-05-30	May	49.24	1	Hat	Accessories	Brown	No	App	London	4	3	NA
1978	Steven	NA	NA	21	18-24	Female	2025-02-15	February	61.23	1	Trousers	Bottoms	Black	No	In-store	Cardiff	3	3	NA
1979	Douglas	NA	NA	18	18-24	Male	2025-06-25	June	53.37	1	Jewellery	Accessories	Purple	No	Website	Liverpool	4	4	NA
1980	Kathryn	NA	NA	18	18-24	Female	2025-06-16	June	56.03	1	Boots	Footwear	Beige	No	Website	Brighton	2	4	Yes
1981	Janet	NA	NA	40	35-44	Female	2025-11-13	November	64.97	1	Joggers	Bottoms	Black	No	In-store	Bath	3	4	Yes
1982	Beverley	NA	NA	23	18-24	Genderfluid	2025-08-01	August	60.34	1	Trousers	Bottoms	Black	No	Website	Bath	4	5	Yes
1983	Dominic	NA	NA	18	18-24	Female	2025-09-25	September	61.65	1	Shirt	Tops	Black	No	In-store	London	2	5	NA
1984	Duncan	NA	NA	27	25-34	Female	2025-11-28	November	75.56	1	Boots	Footwear	Grey	No	In-store	Liverpool	4	4	Yes
1985	Eileen	NA	NA	25	25-34	Male	2025-01-04	January	33.9	1	Sneakers	Footwear	Yellow	Yes	In-store	Liverpool	3	4	NA
1986	Jade	NA	NA	18	18-24	Genderfluid	2025-06-08	June	82.81	3	Jacket	Outerwear	Black	No	In-store	Liverpool	3	4	NA
1987	Stuart	NA	NA	21	18-24	Female	2025-07-19	July	41.09	1	Coat	Outerwear	Black	No	Website	London	3	3	Yes
1988	Sheila	NA	NA	21	18-24	Male	2025-05-06	May	89.83	4	Polo	Tops	Black	No	In-store	London	4	5	NA
1989	Carol	NA	NA	52	45-54	Genderfluid	2025-01-22	January	35.02	1	Jeans	Bottoms	Brown	No	In-store	Birmingham	5	4	NA
1990	Joanne	NA	NA	38	35-44	Male	2025-04-22	April	97.81	1	Jacket	Outerwear	White	No	Website	Cardiff	3	4	NA
1991	Sharon	NA	NA	31	25-34	Female	2025-10-04	October	56.61	1	Coat	Outerwear	Black	Yes	In-store	Brighton	3	3	Yes
1992	Tony	NA	NA	19	18-24	Female	2025-10-29	October	28.33	1	Trainers	Footwear	Red	No	In-store	London	2	5	NA
1993	Natalie	NA	NA	24	18-24	Male	2025-09-02	September	93.58	1	Sneakers	Footwear	White	No	In-store	Brighton	4	4	No
1994	Jeffrey	NA	NA	18	18-24	Other	2025-10-08	October	84.86	1	Hat	Accessories	White	No	In-store	London	2	4	NA
1995	Rita	NA	NA	30	25-34	Male	2025-06-28	June	35.6	1	Jeans	Bottoms	White	No	In-store	London	3	5	NA
1996	Anthony	NA	NA	29	25-34	Female	2025-09-06	September	55.47	1	Coat	Outerwear	White	No	Website	Brighton	5	4	Yes
1997	Joan	NA	NA	19	18-24	Genderfluid	2025-05-12	May	31.42	1	Boots	Footwear	White	No	In-store	Brighton	2	4	NA
1998	Callum	NA	NA	18	18-24	Male	2025-10-12	October	29.23	3	Boots	Footwear	Black	No	In-store	Nottingham	3	5	Yes
1999	Hazel	NA	NA	18	18-24	Female	2025-11-22	November	35.04	1	Hat	Accessories	White	No	Website	London	4	5	NA
2000	Zoe	NA	NA	32	25-34	Female	2025-06-03	June	88.65	1	Coat	Outerwear	Red	No	App	Nottingham	4	5	Yes
2001	Elliot	NA	NA	40	35-44	Female	2025-10-27	October	38.81	1	Jacket	Outerwear	Brown	No	Website	Brighton	4	3	NA
2002	Jeffrey	NA	NA	25	25-34	Non-binary	2025-08-13	August	53.79	2	Jacket	Outerwear	Brown	Yes	In-store	Cardiff	2	5	Yes
2003	Dominic	NA	NA	18	18-24	Male	2025-05-23	May	20.55	1	Polo	Tops	Grey	No	In-store	Glasgow	3	5	NA
2004	Jacqueline	NA	NA	28	25-34	Female	2025-05-20	May	45.13	1	Jeans	Bottoms	Blue	Yes	In-store	London	4	4	Yes
2005	Deborah	NA	NA	43	35-44	Female	2025-07-12	July	47.32	1	Jacket	Outerwear	Red	No	App	London	3	4	NA
2006	Sara	NA	NA	28	25-34	Female	2025-08-23	August	47.13	1	Boots	Footwear	Black	No	In-store	Liverpool	5	4	NA
2007	Kerry	NA	NA	24	18-24	Genderfluid	2025-06-18	June	26.07	1	Jewellery	Accessories	Brown	No	In-store	London	5	3	Yes
2008	Debra	NA	NA	18	18-24	Female	2025-10-20	October	89.7	1	Boots	Footwear	Brown	No	In-store	Birmingham	5	3	Yes
2009	Joanna	NA	NA	20	18-24	Female	2025-10-11	October	55.58	1	Coat	Outerwear	Grey	No	In-store	Cardiff	5	3	Yes
2010	Pamela	NA	NA	18	18-24	Male	2025-06-19	June	77.28	2	Trainers	Footwear	Orange	No	In-store	Bath	3	4	NA
2011	Jasmine	NA	NA	25	25-34	Female	2025-05-06	May	70.5	2	Trainers	Footwear	Beige	No	In-store	Bath	4	4	Yes
2012	Joel	NA	NA	30	25-34	Genderfluid	2025-05-23	May	82.09	1	Boots	Footwear	Grey	No	Website	Nottingham	3	4	NA
2013	Joanna	NA	NA	24	18-24	Other	2025-01-27	January	26.18	1	Coat	Outerwear	Grey	No	Website	London	5	5	Yes
2014	Conor	NA	NA	24	18-24	Female	2025-07-29	July	83.28	1	Joggers	Bottoms	Blue	No	Website	Bath	5	5	NA
2015	Simon	NA	NA	33	25-34	Female	2025-08-07	August	23.36	2	Trainers	Footwear	Blue	No	In-store	Cardiff	5	4	NA
2016	Martyn	NA	NA	19	18-24	Male	2025-01-09	January	86.49	2	Polo	Tops	Beige	No	In-store	Bath	5	5	NA
2017	Joshua	NA	NA	18	18-24	Non-binary	2025-01-01	January	88.73	1	Coat	Outerwear	Grey	No	Website	Bath	4	5	NA
2018	Peter	NA	NA	27	25-34	Female	2025-01-27	January	55.14	1	Sneakers	Footwear	Blue	No	In-store	London	4	3	NA
2019	Adam	NA	NA	27	25-34	Genderfluid	2025-01-15	January	50.07	1	Boots	Footwear	Black	No	In-store	London	4	3	NA
2020	John	NA	NA	39	35-44	Female	2025-08-24	August	26.56	1	Polo	Tops	Brown	Yes	In-store	London	4	4	NA
2021	Aaron	NA	NA	42	35-44	Genderfluid	2025-06-28	June	73.71	1	Jeans	Bottoms	White	No	Website	Nottingham	3	4	NA
2022	Denise	NA	NA	19	18-24	Genderfluid	2025-02-21	February	44.05	1	Jewellery	Accessories	White	No	In-store	Bath	4	4	Yes
2023	Jasmine	NA	NA	19	18-24	Female	2025-05-31	May	37.41	1	Trainers	Footwear	Black	No	In-store	Cardiff	1	4	NA
2024	Frank	NA	NA	22	18-24	Non-binary	2025-11-08	November	93.78	2	Sneakers	Footwear	Grey	No	Website	Brighton	2	2	NA
2025	George	NA	NA	41	35-44	Female	2025-10-11	October	33.63	2	Hat	Accessories	Pink	No	In-store	Liverpool	5	4	NA
2026	Annette	NA	NA	25	25-34	Female	2025-06-27	June	74.19	1	Polo	Tops	Brown	No	Website	Birmingham	5	2	NA
2027	Scott	NA	NA	26	25-34	Female	2025-12-10	December	76.79	3	Shirt	Tops	White	No	Website	Liverpool	4	4	NA
2028	Mohammed	NA	NA	20	18-24	Non-binary	2025-03-25	March	39.15	1	Trainers	Footwear	Red	No	In-store	London	3	4	NA
2029	Brandon	NA	NA	30	25-34	Female	2025-05-06	May	73.21	1	Jacket	Outerwear	Grey	No	Website	Brighton	5	5	NA
2030	Albert	NA	NA	23	18-24	Female	2025-06-19	June	31.6	1	Joggers	Bottoms	White	No	Website	London	5	3	Yes
2031	Glenn	NA	NA	28	25-34	Female	2025-08-29	August	52.09	1	Trainers	Footwear	Blue	No	In-store	London	4	4	NA
2032	Vanessa	NA	NA	27	25-34	Male	2025-03-31	March	28.42	1	Boots	Footwear	Red	No	Website	Cardiff	4	5	Yes
2033	Harry	NA	NA	29	25-34	Male	2025-01-14	January	71.1	1	Shirt	Tops	Beige	No	In-store	Birmingham	3	5	NA
2034	Heather	NA	NA	22	18-24	Female	2025-09-04	September	47.37	2	Hat	Accessories	Pink	No	In-store	London	4	4	NA
2035	Amber	NA	NA	34	25-34	Female	2025-11-28	November	27.5	1	Shirt	Tops	Brown	No	In-store	Cardiff	5	3	NA
2036	Neil	NA	NA	41	35-44	Female	2025-04-26	April	60.03	2	Hat	Accessories	Grey	Yes	In-store	Brighton	4	5	No
2037	Dawn	NA	NA	23	18-24	Other	2025-04-20	April	41.22	1	Jacket	Outerwear	Purple	No	Website	London	3	2	NA
2038	Janet	NA	NA	21	18-24	Female	2025-11-06	November	45.76	1	Tshirt	Tops	Blue	No	App	Bath	3	3	NA
2039	Abbie	NA	NA	39	35-44	Non-binary	2025-08-14	August	51.51	1	Jacket	Outerwear	Black	No	Website	London	5	5	NA
2040	Leon	NA	NA	29	25-34	Female	2025-08-29	August	43.48	1	Trousers	Bottoms	Brown	Yes	Website	Bath	5	4	Yes
2041	Tracey	NA	NA	27	25-34	Female	2025-05-21	May	55.01	2	Hat	Accessories	Black	No	In-store	Nottingham	4	5	NA
2042	John	NA	NA	29	25-34	Male	2025-12-25	December	97.74	1	Jewellery	Accessories	Grey	No	Website	Bath	3	5	NA
2043	Jemma	NA	NA	18	18-24	Female	2025-05-15	May	42.31	3	Joggers	Bottoms	Brown	No	Website	London	4	4	Yes
2044	Louise	NA	NA	18	18-24	Male	2025-11-02	November	83.45	1	Trousers	Bottoms	Brown	No	Website	London	4	3	NA
2045	Duncan	NA	NA	18	18-24	Female	2025-04-16	April	37.69	1	Polo	Tops	White	No	In-store	Nottingham	3	3	NA
2046	Norman	NA	NA	43	35-44	Non-binary	2025-11-17	November	96.21	1	Tshirt	Tops	Grey	No	In-store	Birmingham	5	4	Yes
2047	Kelly	NA	NA	46	45-54	Male	2025-03-11	March	51.48	1	Tshirt	Tops	Grey	No	In-store	Bath	4	4	Yes
2048	Kerry	NA	NA	51	45-54	Female	2025-09-16	September	90.58	3	Polo	Tops	Yellow	No	Website	Brighton	4	5	No
2049	Jean	NA	NA	22	18-24	Male	2025-08-12	August	92.74	2	Boots	Footwear	Black	No	In-store	Liverpool	5	5	NA
2050	Jennifer	NA	NA	24	18-24	Non-binary	2025-05-02	May	62.31	1	Jeans	Bottoms	Black	No	App	Glasgow	5	2	NA
2051	Lauren	NA	NA	26	25-34	Female	2025-04-22	April	43.72	3	Jewellery	Accessories	White	No	In-store	Brighton	4	5	NA
2052	Terence	NA	NA	18	18-24	Female	2025-01-12	January	24.83	1	Trainers	Footwear	Blue	Yes	In-store	Cardiff	4	3	NA
2053	Jake	NA	NA	38	35-44	Female	2025-10-22	October	45.39	2	Sneakers	Footwear	Black	No	Website	Liverpool	4	2	Yes
2054	Karl	NA	NA	18	18-24	Male	2025-11-17	November	85.04	1	Jacket	Outerwear	Black	No	Website	London	3	5	NA
2055	Lisa	NA	NA	35	35-44	Other	2025-06-09	June	88.95	2	Hat	Accessories	Black	Yes	In-store	Cardiff	4	4	No
2056	Sally	NA	NA	45	45-54	Female	2025-06-06	June	89.56	1	Jeans	Bottoms	Red	No	In-store	Bath	4	4	NA
2057	Maureen	NA	NA	36	35-44	Female	2025-09-12	September	91.4	1	Tshirt	Tops	Red	No	In-store	Liverpool	1	4	NA
2058	Josh	NA	NA	45	45-54	Male	2025-10-29	October	45.02	1	Trousers	Bottoms	Beige	No	In-store	Nottingham	5	4	Yes
2059	Melanie	NA	NA	32	25-34	Non-binary	2025-03-23	March	82.97	1	Shirt	Tops	Red	No	App	Liverpool	5	4	Yes
2060	Ruth	NA	NA	32	25-34	Non-binary	2025-04-03	April	43.88	1	Sneakers	Footwear	Black	Yes	Website	London	3	5	Yes
2061	Gillian	NA	NA	32	25-34	Male	2025-04-09	April	87.69	1	Polo	Tops	Beige	No	Website	Nottingham	4	4	NA
2062	Marie	NA	NA	24	18-24	Male	2025-02-05	February	84.01	1	Jeans	Bottoms	Brown	No	Website	Cardiff	3	5	NA
2063	Lawrence	NA	NA	30	25-34	Male	2025-11-12	November	83.42	1	Jacket	Outerwear	Black	No	In-store	Bath	4	4	NA
2064	Amy	NA	NA	44	35-44	Male	2025-06-23	June	75.54	1	Jacket	Outerwear	Black	No	Website	Nottingham	3	4	NA
2065	Ashleigh	NA	NA	19	18-24	Female	2025-06-08	June	48.26	1	Sneakers	Footwear	Black	No	Website	Nottingham	4	4	NA
2066	Kevin	NA	NA	19	18-24	Female	2025-01-02	January	60.82	1	Polo	Tops	Brown	No	In-store	London	5	5	NA
2067	Gerard	NA	NA	32	25-34	Female	2025-12-19	December	39.74	1	Coat	Outerwear	Black	No	Website	London	3	5	NA
2068	Deborah	NA	NA	33	25-34	Female	2025-11-21	November	76.58	2	Coat	Outerwear	Brown	No	In-store	Liverpool	5	3	NA
2069	Stephanie	NA	NA	19	18-24	Female	2025-08-13	August	27.21	1	Hat	Accessories	Purple	No	In-store	Birmingham	5	5	NA
2070	Barry	NA	NA	33	25-34	Male	2025-11-25	November	29.06	3	Trousers	Bottoms	Black	No	In-store	Bath	4	4	NA
2071	Chloe	NA	NA	21	18-24	Female	2025-12-05	December	58.02	1	Hat	Accessories	Black	No	Website	London	3	4	NA
2072	Kyle	NA	NA	27	25-34	Female	2025-12-18	December	40.58	1	Jeans	Bottoms	Grey	No	In-store	Liverpool	3	5	Yes
2073	Marie	NA	NA	29	25-34	Genderfluid	2025-02-01	February	75.29	1	Tshirt	Tops	Grey	No	In-store	London	4	5	Yes
2074	Owen	NA	NA	20	18-24	Female	2025-07-04	July	79.6	3	Joggers	Bottoms	Orange	No	In-store	Bath	5	5	Yes
2075	Connor	NA	NA	18	18-24	Female	2025-02-18	February	40.32	2	Sneakers	Footwear	Brown	No	App	Cardiff	4	5	Yes
2076	Mark	NA	NA	25	25-34	Male	2025-12-04	December	48.15	2	Hat	Accessories	Beige	No	In-store	Birmingham	4	3	Yes
2077	Gemma	NA	NA	36	35-44	Female	2025-07-14	July	99.23	1	Tshirt	Tops	Grey	Yes	Website	Liverpool	3	3	NA
2078	Vanessa	NA	NA	31	25-34	Male	2025-04-07	April	72.63	1	Sneakers	Footwear	Orange	Yes	Website	Birmingham	4	5	Yes
2079	Dean	NA	NA	27	25-34	Non-binary	2025-10-16	October	40.12	1	Jacket	Outerwear	Beige	No	App	Liverpool	3	4	NA
2080	Jay	NA	NA	25	25-34	Genderfluid	2025-02-17	February	21.59	1	Shirt	Tops	Black	No	In-store	Liverpool	2	3	NA
2081	Kirsty	NA	NA	44	35-44	Female	2025-04-15	April	28.33	1	Hat	Accessories	Black	Yes	In-store	Bath	3	5	NA
2082	Lesley	NA	NA	18	18-24	Genderfluid	2025-11-30	November	76.97	1	Sneakers	Footwear	White	Yes	App	Brighton	5	4	NA
2083	Tracy	NA	NA	27	25-34	Female	2025-02-20	February	98.76	1	Polo	Tops	Brown	No	Website	Glasgow	4	5	Yes
2084	Mary	NA	NA	30	25-34	Male	2025-05-30	May	44.37	1	Trainers	Footwear	Brown	No	In-store	Glasgow	3	4	Yes
2085	Joanna	NA	NA	35	35-44	Male	2025-02-24	February	90.77	1	Trousers	Bottoms	Blue	No	In-store	Cardiff	3	4	NA
2086	Hayley	NA	NA	34	25-34	Female	2025-04-05	April	28.04	1	Trainers	Footwear	Brown	Yes	In-store	Birmingham	4	4	NA
2087	Denis	NA	NA	32	25-34	Female	2025-05-13	May	48.23	1	Shirt	Tops	Brown	No	App	London	4	3	NA
2088	Christine	NA	NA	18	18-24	Female	2025-08-26	August	68.15	1	Shirt	Tops	Brown	Yes	In-store	Brighton	3	2	Yes
2089	Natalie	NA	NA	41	35-44	Other	2025-08-06	August	73.67	1	Jeans	Bottoms	Black	Yes	Website	Cardiff	4	3	Yes
2090	Hazel	NA	NA	29	25-34	Male	2025-05-15	May	89.64	1	Sneakers	Footwear	Red	No	Website	Brighton	4	2	Yes
2091	Terence	NA	NA	18	18-24	Genderfluid	2025-05-19	May	64.77	2	Shirt	Tops	Black	No	In-store	London	5	3	NA
2092	Amanda	NA	NA	24	18-24	Female	2025-03-22	March	92.6	2	Polo	Tops	Brown	No	Website	London	5	3	NA
2093	Leonard	NA	NA	34	25-34	Male	2025-04-02	April	64.03	1	Shirt	Tops	Black	No	Website	Brighton	5	4	NA
2094	Julia	NA	NA	18	18-24	Male	2025-07-17	July	83.09	2	Jeans	Bottoms	Black	No	In-store	Liverpool	3	5	NA
2095	Graeme	NA	NA	31	25-34	Male	2025-06-17	June	36.69	1	Sneakers	Footwear	Black	Yes	In-store	London	3	4	NA
2096	Leanne	NA	NA	18	18-24	Male	2025-04-24	April	72.62	1	Jeans	Bottoms	Grey	Yes	In-store	London	4	4	Yes
2097	Lynne	NA	NA	28	25-34	Female	2025-11-20	November	35.59	1	Polo	Tops	Grey	No	Website	London	5	5	NA
2098	Karl	NA	NA	26	25-34	Female	2025-06-21	June	94.27	1	Trainers	Footwear	Blue	No	In-store	London	5	3	Yes
2099	Damian	NA	NA	32	25-34	Female	2025-10-13	October	62.61	1	Jacket	Outerwear	Blue	No	Website	Cardiff	5	4	Yes
2100	Carolyn	NA	NA	23	18-24	Female	2025-05-30	May	96.53	1	Boots	Footwear	Black	No	In-store	London	4	4	Yes
2101	Kirsty	NA	NA	36	35-44	Female	2025-02-26	February	80.27	1	Boots	Footwear	White	No	In-store	Cardiff	4	4	Yes
2102	Alan	NA	NA	35	35-44	Female	2025-01-06	January	35.02	2	Shirt	Tops	Brown	Yes	In-store	London	5	5	NA
2103	Ryan	NA	NA	27	25-34	Male	2025-09-02	September	64.1	1	Joggers	Bottoms	Black	No	In-store	Cardiff	5	4	Yes
2104	Amy	NA	NA	45	45-54	Female	2025-07-01	July	46.26	1	Hat	Accessories	White	Yes	Website	Brighton	5	4	NA
2105	Molly	NA	NA	19	18-24	Female	2025-11-19	November	85.7	1	Joggers	Bottoms	Black	No	In-store	Brighton	3	5	NA
2106	Alexandra	NA	NA	18	18-24	Genderfluid	2025-03-18	March	27.12	1	Jewellery	Accessories	Beige	No	Website	Liverpool	3	5	NA
2107	Lawrence	NA	NA	27	25-34	Female	2025-11-26	November	66.5	1	Jeans	Bottoms	Black	No	Website	Birmingham	5	3	NA
2108	Cameron	NA	NA	25	25-34	Non-binary	2025-12-28	December	40.42	1	Jewellery	Accessories	Brown	No	In-store	Cardiff	4	5	NA
2109	Tracy	NA	NA	24	18-24	Male	2025-05-19	May	97.41	1	Boots	Footwear	Brown	No	In-store	London	4	5	NA
2110	Carole	NA	NA	20	18-24	Female	2025-07-15	July	71.4	1	Polo	Tops	Black	No	App	Glasgow	3	3	NA
